Date,Open,High,Low,Close,Adj Close,Volume
2009-05-25,346.320007,358.895996,344.414001,351.321991,266.363342,8411828
2009-05-26,358.990997,359.848999,340.269989,344.747986,261.379120,8846325
2009-05-27,355.322998,360.897003,348.891998,355.846985,269.794128,9086718
2009-05-28,360.897003,371.471985,351.131012,366.613007,277.956604,14921166
2009-05-29,371.471985,393.194000,366.803986,386.191986,292.800873,12739147
2009-06-01,400.148987,425.683014,390.812988,418.536987,317.324005,13007315
2009-06-02,423.872986,460.933990,415.393005,452.074005,342.750916,18486362
2009-06-03,475.225006,475.225006,455.742004,465.031006,352.574585,16058209
2009-06-04,463.983002,463.983002,440.830994,448.404999,339.969208,11805563
2009-06-05,452.549988,458.743011,438.497009,441.975006,335.094177,10780283
2009-06-08,445.881012,447.786011,389.859985,396.766998,300.818573,14620257
2009-06-09,379.188995,427.398010,379.188995,417.489014,316.529480,13187551
2009-06-10,428.493011,441.832001,413.345001,418.536987,317.324005,11883899
2009-06-11,423.967987,437.115997,416.821991,431.113007,326.858887,10011700
2009-06-12,437.544006,449.691986,430.875000,436.114990,330.651215,14894069
2009-06-15,429.636993,433.494995,409.772003,413.296997,313.351227,8463128
2009-06-16,403.959991,434.256989,390.765015,429.398010,325.558624,13992023
2009-06-17,426.493011,430.541992,391.717987,397.290985,301.215881,13055123
2009-06-18,395.385986,400.529999,361.372986,369.947998,280.485107,16888023
2009-06-19,374.425995,395.338013,373.615997,393.052002,298.001953,15053025
2009-06-22,400.148987,401.959991,381.428009,383.714996,290.922852,11230145
2009-06-23,371.566986,385.858002,365.375000,381.476013,289.225372,13066103
2009-06-24,383.761993,390.049988,373.615997,387.764008,293.992737,9311682
2009-06-25,389.669006,394.433014,374.949005,380.951996,288.828094,14278828
2009-06-26,381.095001,383.953003,362.088013,370.186005,280.665588,18292173
2009-06-29,373.472992,385.286987,364.421997,378.950989,287.310913,9563003
2009-06-30,381.095001,392.432007,368.471008,372.187012,282.182648,13583731
2009-07-01,373.472992,379.570007,363.040009,377.235992,286.010712,9188341
2009-07-02,385.858002,408.437988,378.665009,400.529999,303.671631,17984155
2009-07-03,385.858002,422.062012,382.046997,417.251007,316.349060,19043044
2009-07-06,411.582001,416.108002,372.519989,377.808014,297.866455,13586282
2009-07-07,381.333008,385.858002,366.803986,377.760010,297.828552,11294580
2009-07-08,370.709991,374.377991,342.984985,345.367004,272.289703,13460947
2009-07-09,344.795013,352.513000,335.839996,346.843994,273.454224,11650012
2009-07-10,352.321991,358.562012,327.550995,336.221008,265.078949,10286069
2009-07-13,328.217987,329.647003,314.497986,322.977997,254.638077,9536136
2009-07-14,329.647003,342.984985,328.027008,340.889008,268.759216,7522269
2009-07-15,347.273010,365.278992,344.890991,362.897003,286.110535,8694558
2009-07-16,380.998993,384.714996,361.087006,366.040985,288.589233,17878949
2009-07-17,380.141998,380.141998,367.279999,373.806000,294.711182,8210323
2009-07-20,379.855988,382.095001,368.709015,372.710999,293.847900,10163563
2009-07-21,368.709015,395.290009,358.944000,392.670013,309.583740,27729477
2009-07-22,393.480011,404.341003,375.855011,380.475006,299.969086,20623564
2009-07-23,383.953003,399.006012,383.953003,396.100006,312.287964,12661221
2009-07-24,400.148987,423.967987,399.291992,421.585999,332.381317,15543615
2009-07-27,424.730011,439.069000,421.299988,437.115997,344.625244,12703364
2009-07-28,440.640991,452.359009,427.445007,448.929993,353.939453,15268292
2009-07-29,445.213989,448.644012,406.056000,421.442993,332.268555,22912193
2009-07-30,414.440002,435.401001,401.483002,430.779999,339.629913,20370731
2009-07-31,442.975006,448.548004,433.829010,440.497986,347.291656,13388961
2009-08-03,443.165009,463.983002,443.023010,462.268005,364.455231,11615259
2009-08-04,464.744995,468.746002,446.833008,452.882996,357.056030,13434089
2009-08-05,454.454987,458.743011,440.878998,450.929993,355.516296,11530160
2009-08-06,445.690002,455.789001,428.255005,432.924011,341.320282,14016660
2009-08-07,425.778015,441.592987,424.062988,434.924011,342.897064,17880913
2009-08-10,443.975006,447.404999,425.872986,434.496002,342.559662,12403017
2009-08-11,434.447998,444.928009,428.350006,441.212006,347.854584,10033802
2009-08-12,434.924011,439.212006,412.535004,422.729004,333.282440,15961862
2009-08-13,428.730988,449.691986,428.540985,448.023987,353.225189,10986031
2009-08-14,450.644012,459.838013,444.498993,447.739014,353.000488,12499499
2009-08-17,429.683990,441.783997,415.488007,417.251007,328.963562,9863140
2009-08-18,418.251007,435.686005,409.820007,430.351013,339.291687,12355143
2009-08-19,430.636993,434.447998,409.677002,413.250000,325.809143,10739147
2009-08-20,414.440002,428.160004,414.440002,421.157013,332.043091,6277435
2009-08-21,421.109985,426.540009,413.583008,423.920013,334.221405,7431912
2009-08-24,430.636993,438.259003,430.636993,436.496002,344.136475,6297219
2009-08-25,430.636993,443.403992,428.970001,436.209991,343.910950,8125852
2009-08-26,439.592987,444.833008,436.352997,438.449005,345.676239,7009918
2009-08-27,435.401001,436.352997,404.912994,415.106995,327.273163,17862955
2009-08-28,412.535004,423.015015,402.054993,417.917999,329.489410,16618593
2009-08-31,409.677002,417.203003,398.863007,404.199005,318.673340,14667738
2009-09-01,408.723999,413.488007,393.528015,397.385986,313.301819,11084401
2009-09-02,392.527008,401.101990,388.239990,395.480988,311.799927,11116676
2009-09-03,407.200012,407.200012,397.338989,400.769012,315.968994,7775217
2009-09-04,401.864014,411.868011,400.339996,409.915009,323.179810,9038590
2009-09-07,414.250000,422.300995,414.011993,421.014008,331.930328,6907482
2009-09-08,427.588013,443.023010,423.300995,434.924011,342.897064,13864129
2009-09-09,433.494995,442.832001,431.779999,438.877991,346.014374,9212088
2009-09-10,445.785004,452.549988,439.450012,447.691010,352.962708,11928833
2009-09-11,455.407990,475.415985,439.735992,446.833008,352.286224,8675315
2009-09-14,443.785004,457.980011,443.450989,456.217987,359.685364,9645253
2009-09-15,455.217987,470.175995,455.217987,469.174988,369.900818,8686684
2009-09-16,476.368011,508.665985,473.080994,505.045990,398.181732,20162782
2009-09-17,512.572021,516.573975,493.613007,496.328003,391.308411,13065526
2009-09-18,490.802002,508.571014,490.658997,493.375000,388.980225,11695331
2009-09-22,491.612000,501.710999,485.895996,497.709991,392.397980,8816156
2009-09-23,498.281006,505.808014,493.613007,495.994995,391.045837,7904517
2009-09-24,486.039001,492.803009,479.751007,488.420013,385.073669,10252994
2009-09-25,483.989990,490.040009,470.032990,474.795990,374.332397,11706174
2009-09-29,485.895996,485.895996,478.368988,480.226990,378.614227,6674183
2009-09-30,479.226990,490.468994,479.226990,485.372009,382.670654,5849077
2009-10-01,484.419006,490.563995,478.321014,486.657990,383.684509,9087668
2009-10-05,479.368988,483.799988,471.032990,473.510010,373.318512,7350205
2009-10-06,483.752014,489.230011,469.317993,486.277008,383.384155,8632495
2009-10-07,492.612000,501.710999,487.420013,492.470001,388.266724,9033927
2009-10-08,497.329010,512.953003,496.471008,509.665985,401.824158,9654365
2009-10-09,514.192017,519.575012,503.997986,507.380005,400.021881,10441971
2009-10-12,508.476013,523.434021,507.523010,519.812988,409.824066,7693505
2009-10-13,546.299988,546.299988,546.299988,546.299988,430.706696,0
2009-10-14,523.052002,548.489990,523.052002,544.297974,429.128235,9250966
2009-10-15,551.539001,557.731995,543.250000,547.489990,431.644836,8609583
2009-10-16,546.585022,547.299988,535.723999,539.867981,425.635681,5571628
2009-10-20,541.487976,553.206970,538.773010,547.966003,432.020203,6285679
2009-10-21,546.776001,548.013977,524.815002,527.005981,415.495148,5379373
2009-10-22,525.911011,529.721985,513.859009,516.763977,407.420258,6620951
2009-10-23,524.958008,527.625977,502.377991,504.617004,397.843475,6403234
2009-10-26,503.997986,527.197021,501.710999,514.335022,405.505280,7204066
2009-10-27,512.572021,512.572021,471.270996,477.131012,376.173370,10853338
2009-10-28,476.368011,479.893005,454.694000,458.552002,361.525513,13218979
2009-10-29,447.786011,454.550995,440.355011,445.546997,351.272308,11681811
2009-10-30,457.313995,469.699005,443.023010,449.263000,354.201996,7206304
2009-11-03,443.975006,452.787994,419.252014,424.253998,334.484741,7085964
2009-11-04,435.401001,449.691986,412.726013,446.833008,352.286224,12938033
2009-11-05,446.356995,464.934998,436.449005,462.791992,364.868408,10255253
2009-11-06,470.079987,483.036987,466.841003,476.178009,375.422028,8757889
2009-11-09,478.273987,488.753998,477.463989,485.134003,382.483002,7009839
2009-11-10,490.563995,492.278992,476.368011,480.799011,379.065216,8005953
2009-11-11,483.989990,504.473999,480.036011,501.662994,395.514557,7469187
2009-11-12,499.234009,499.234009,483.322998,487.848999,384.623505,9634707
2009-11-13,487.800995,500.187012,481.131989,496.138000,391.158630,7357436
2009-11-16,501.329987,518.479004,501.329987,511.191010,403.026459,7621402
2009-11-17,514.478027,519.051025,505.427002,513.333984,404.716034,6936734
2009-11-18,516.382996,524.671997,500.234009,521.528015,411.176239,10131440
2009-11-19,519.241028,529.435974,507.332001,511.761993,403.476654,11095430
2009-11-20,506.855988,528.768982,499.234009,526.815979,415.345337,9698130
2009-11-23,525.911011,549.681030,524.005005,545.966003,430.443268,10014832
2009-11-24,550.682007,551.586975,529.578979,532.294006,419.664215,11243810
2009-11-25,535.437988,543.965027,530.674011,536.486023,422.969208,5801691
2009-11-26,537.343018,541.059021,503.377991,518.002991,408.397125,18833540
2009-11-27,500.187012,527.434998,492.565002,519.098999,409.261230,13572903
2009-11-30,524.005005,554.492981,506.522003,551.825012,435.062592,14917315
2009-12-01,561.543030,562.877014,546.918030,554.158997,436.902771,9851948
2009-12-02,558.304016,563.447998,545.156006,547.632996,431.757599,9039482
2009-12-03,549.823975,562.114990,546.966003,556.017029,438.367615,8014514
2009-12-04,548.776001,556.398010,544.632019,548.729004,432.621735,7697033
2009-12-07,543.059998,547.728027,527.148987,529.578979,417.523712,7144281
2009-12-08,524.005005,543.916992,524.005005,541.344971,426.800018,8219939
2009-12-09,537.343018,537.343018,515.955017,519.145996,409.298218,11374886
2009-12-10,524.005005,530.245972,515.620972,523.005005,412.340759,9343243
2009-12-11,533.247009,533.247009,511.096008,520.718018,410.537628,9824593
2009-12-14,520.718018,526.862976,513.763000,518.765015,408.997864,6873437
2009-12-15,524.005005,530.674011,518.289001,520.671021,410.500641,6957752
2009-12-16,521.146973,533.866028,517.002991,531.294006,418.875824,9575471
2009-12-17,529.721985,542.012024,529.721985,537.533997,423.795471,8874654
2009-12-18,535.437988,545.442017,532.437012,536.629028,423.082031,8567468
2009-12-21,540.202026,544.250977,526.862976,529.625977,417.560730,7131897
2009-12-22,541.153992,552.968018,532.103027,549.919983,433.560699,7927657
2009-12-23,null,null,null,null,null,null
2009-12-24,null,null,null,null,null,null
2009-12-29,null,null,null,null,null,null
2009-12-30,null,null,null,null,null,null
2009-12-31,null,null,null,null,null,null
2010-01-04,592.601990,606.416992,587.742981,603.796997,476.037689,5846062
2010-01-05,608.369995,623.851990,608.369995,618.421021,487.567322,8188973
2010-01-06,628.806030,628.806030,606.893005,611.705017,482.272430,7715075
2010-01-07,614.419983,621.945984,609.846985,619.088013,488.093231,8014496
2010-01-08,620.231995,630.234985,610.609009,617.802002,487.079376,8606351
2010-01-11,619.278992,624.900024,614.705994,617.849976,487.117126,6970183
2010-01-12,611.181030,618.088013,594.364990,595.984009,469.877899,7171328
2010-01-13,585.932983,611.466003,585.932983,609.036987,480.168915,10826758
2010-01-14,614.276978,620.421997,611.228027,617.088013,486.516449,6971962
2010-01-15,619.278992,620.184021,609.750977,614.658020,484.600647,4505484
2010-01-18,611.656982,611.656982,600.939026,607.369995,478.854675,6244045
2010-01-19,605.940002,615.086975,602.130005,607.513000,478.967468,5264463
2010-01-20,607.846008,626.328979,607.846008,622.804016,491.022980,8322383
2010-01-21,618.802002,628.330017,611.895020,617.372986,486.741211,11458466
2010-01-22,610.799011,610.799011,587.838989,595.031982,469.127289,9215915
2010-01-25,590.697021,596.127014,578.216003,581.073975,458.122711,5592988
2010-01-27,571.546997,577.072998,527.101990,533.198975,420.377716,11446220
2010-01-28,539.249023,561.543030,538.296021,557.731995,439.719757,13207085
2010-01-29,550.682007,553.539978,525.625000,542.202026,427.475800,12165087
2010-02-01,533.533020,557.159973,531.578979,552.443970,435.550690,7260368
2010-02-02,557.351013,566.497009,543.679016,546.203979,430.630981,9649265
2010-02-03,550.682007,575.072021,549.823975,572.023010,450.986816,9474266
2010-02-04,567.830994,567.830994,546.870972,550.395996,433.936035,7304203
2010-02-05,514.478027,534.961975,514.478027,524.195984,413.279694,9225468
2010-02-06,null,null,null,null,null,null
2010-02-08,524.005005,539.153992,503.140015,508.618011,400.997925,14971526
2010-02-09,505.903015,516.573975,504.950012,508.333008,400.773254,7711783
2010-02-10,510.666992,518.955994,494.756012,497.756989,392.434998,7271405
2010-02-11,500.044006,512.906006,500.044006,508.713989,401.073608,6743503
2010-02-15,512.096008,518.765015,505.522003,514.382996,405.543091,7621683
2010-02-16,516.382996,525.911011,514.525024,524.099976,413.204010,6743626
2010-02-17,519.336975,558.588989,519.336975,556.731995,438.931335,10063836
2010-02-18,556.398010,559.255981,543.155029,549.872009,433.522888,5124727
2010-02-19,541.153992,545.346008,530.245972,534.247009,421.204010,7950936
2010-02-22,541.153992,552.968018,540.202026,545.679993,430.217865,6044282
2010-02-23,540.296997,552.968018,538.390991,548.299988,432.283508,5977768
2010-02-24,544.965027,547.632996,536.914978,540.487000,426.123627,5401380
2010-02-25,542.106995,546.870972,533.580017,542.344971,427.588501,4582728
2010-02-26,543.059998,564.306030,537.343018,547.203979,431.419373,5745714
2010-03-02,553.682983,581.883972,553.682983,580.120972,457.371277,7003781
2010-03-03,581.169006,588.124023,575.739014,579.453979,456.845459,6522376
2010-03-04,581.169006,591.268005,574.594971,588.362000,463.868622,7670880
2010-03-05,590.697021,597.841980,586.885986,588.887024,464.282532,4859329
2010-03-08,594.174011,598.318970,587.599976,592.364014,467.023865,4596969
2010-03-09,590.697021,592.935974,582.122009,585.646973,461.728027,3947015
2010-03-10,586.932983,590.411011,574.023987,583.265015,459.850159,3710152
2010-03-11,583.075012,585.932983,573.929016,579.549988,456.921173,3509933
2010-03-12,581.169006,584.885010,575.119019,578.835022,456.357544,4202059
2010-03-15,576.596008,587.742981,575.596008,581.216980,458.235504,3566415
2010-03-16,582.026978,601.177002,579.502014,597.556030,471.117249,4683919
2010-03-17,510.666992,613.085999,510.666992,602.224976,474.798279,6006300
2010-03-18,604.987976,611.322998,600.318970,608.989014,480.131042,4272407
2010-03-19,610.228027,614.992004,606.273987,613.801025,483.924896,3615403
2010-03-22,606.083008,613.276978,597.031982,599.318970,472.507233,4037483
2010-03-23,602.130005,609.989990,598.890015,607.797974,479.192078,3967343
2010-03-25,606.893005,610.609009,595.031982,608.036011,479.379791,4496805
2010-03-26,609.750977,619.278992,606.226013,613.658020,483.812164,3855035
2010-03-29,609.560974,620.088989,606.322021,613.133972,483.398956,2680660
2010-03-30,614.515015,619.278992,602.224976,604.750000,476.789032,3166992
2010-03-31,604.987976,609.369995,596.507996,602.177002,474.760406,4139442
2010-04-01,605.940002,623.090027,605.177979,621.375000,489.896332,4467166
2010-04-05,624.232971,647.669983,624.232971,646.432007,509.651398,6318383
2010-04-06,649.289978,662.057007,641.192017,655.101990,516.486938,6141129
2010-04-07,657.388000,660.056030,645.479004,653.244019,515.022095,4102458
2010-04-08,647.861023,704.072021,636.619019,639.523987,504.205078,4083659
2010-04-09,642.143982,653.577026,639.476990,644.241028,507.924011,3314724
2010-04-12,645.955017,655.864014,638.809998,651.909973,513.970276,4308224
2010-04-13,650.195007,660.723022,643.620972,659.245972,519.754028,5470197
2010-04-15,663.008972,668.153992,646.051025,653.672974,515.360229,5510166
2010-04-16,651.671997,665.296021,644.049988,662.818970,522.571045,4532384
2010-04-19,650.432983,655.482971,631.140015,638.143005,503.116302,6686351
2010-04-20,641.192017,652.625000,634.046021,639.143005,503.904724,4605062
2010-04-21,641.286987,647.669983,634.237000,637.237976,502.402740,3293129
2010-04-22,633.664978,641.619995,618.992981,624.328003,492.224518,6876440
2010-04-23,624.994995,631.379028,612.656982,617.706970,487.004456,6712298
2010-04-26,619.278992,633.283997,619.278992,625.804993,493.389099,4446870
2010-04-27,624.138000,626.614990,615.801025,616.896973,486.365753,3830519
2010-04-28,613.562012,613.562012,592.935974,594.841003,468.976715,5350429
2010-04-29,598.318970,610.322998,596.698975,602.749023,475.211426,5489560
2010-04-30,610.228027,613.562012,585.932983,589.601013,464.845490,7845095
2010-05-03,581.169006,588.648010,575.453003,578.359009,455.982239,5748920
2010-05-04,578.310974,600.080994,545.107971,550.539001,434.048737,9144347
2010-05-05,543.059998,550.109985,529.435974,546.013000,430.480377,12313454
2010-05-06,545.918030,552.492004,534.676025,548.681030,432.583893,8453042
2010-05-07,533.533020,542.106995,526.338989,531.960999,419.401703,7447970
2010-05-10,570.593994,577.357971,537.343018,573.023010,451.775299,8031684
2010-05-11,576.406006,580.026001,551.635010,554.539978,437.203125,9562686
2010-05-12,554.492981,560.208984,544.965027,556.827026,439.006287,6704873
2010-05-13,557.351013,565.591980,544.536987,547.919006,431.983093,5811150
2010-05-14,546.870972,546.870972,519.718018,522.052002,411.589417,8500544
2010-05-17,507.380005,515.239990,498.281006,511.000000,402.875885,11524976
2010-05-18,513.333984,515.716003,502.569000,505.235992,398.331543,9870879
2010-05-19,500.187012,504.473999,486.229004,488.278015,384.961761,11378120
2010-05-20,490.658997,497.329010,480.178986,484.132996,381.693756,9298838
2010-05-21,473.985992,488.753998,464.269012,485.181000,382.520050,12942158
2010-05-24,491.612000,499.234009,471.700012,477.368988,376.360992,7073955
2010-05-25,471.605011,471.605011,451.834991,454.122009,358.032898,11537775
2010-05-26,455.407990,474.605988,454.550995,461.553009,363.891541,13421049
2010-05-27,460.171997,473.890991,451.167999,469.079987,369.825867,19500527
2010-05-28,476.368011,484.467010,466.889008,473.367004,373.205811,15349733
2010-05-31,473.367004,479.084015,463.268005,477.035004,376.097687,9583363
2010-06-01,476.368011,483.799988,454.454987,457.313995,360.549500,12092264
2010-06-02,462.076996,463.886993,453.884003,461.410004,363.778809,10434742
2010-06-03,466.936005,471.319000,460.410004,462.838989,364.905426,9927633
2010-06-04,461.601013,466.841003,455.932007,462.315002,364.492310,8641180
2010-06-07,448.739014,448.739014,435.877014,440.307007,347.141083,8759443
2010-06-08,442.308014,444.833008,427.873993,430.065002,339.066223,9448887
2010-06-09,431.589996,444.260986,429.255005,441.165009,347.817505,11635708
2010-06-10,446.643005,450.977997,436.067993,449.167999,354.127136,8109467
2010-06-11,452.549988,455.789001,448.404999,451.216003,355.741791,7295972
2010-06-14,453.597992,463.411011,453.074005,461.315002,363.703918,5646785
2010-06-15,461.315002,470.414001,457.933014,468.651001,369.487640,6307193
2010-06-16,471.700012,474.463013,460.933990,462.601013,364.717804,7032040
2010-06-17,463.029999,463.934998,453.931000,458.218994,361.263000,8069715
2010-06-18,459.790985,463.411011,448.929993,451.359009,355.854553,6304473
2010-06-21,457.408997,482.513000,457.408997,480.941010,379.177216,10869475
2010-06-22,483.989990,483.989990,469.032013,470.700012,371.103119,7571815
2010-06-23,467.794006,478.083008,466.316986,474.082001,373.769562,8473147
2010-06-24,474.463013,482.561005,471.605011,474.843994,374.370300,9439040
2010-06-25,474.463013,478.178986,465.221008,466.889008,368.098511,6289688
2010-06-28,467.127014,477.940002,467.127014,476.463989,375.647461,4347476
2010-06-29,476.178009,476.368011,457.313995,458.838013,361.751068,7145251
2010-06-30,447.881989,464.411011,447.881989,462.696991,364.793488,6243760
2010-07-01,460.838989,463.029999,449.929993,452.549988,356.793488,5215330
2010-07-02,452.644989,458.265991,448.881989,452.502014,356.755707,5640185
2010-07-05,453.502991,453.597992,447.786011,449.454010,354.352661,2661872
2010-07-06,450.644012,459.170990,445.976013,457.695007,360.849884,5562173
2010-07-07,461.125000,461.125000,451.121002,452.454987,356.718597,7949281
2010-07-08,461.125000,465.792999,455.502991,461.838989,364.117035,5571721
2010-07-09,465.649994,474.368011,463.506012,472.510010,372.530151,6696250
2010-07-12,471.605011,482.084991,468.269989,474.225006,380.321442,8098721
2010-07-13,471.795013,488.135010,471.605011,484.752014,388.763977,8157554
2010-07-14,490.658997,494.946991,480.178986,481.989014,386.548065,7135214
2010-07-15,483.036987,492.565002,482.179993,488.515991,391.782562,7871721
2010-07-16,489.707001,493.518005,483.036987,484.704987,388.726257,4283601
2010-07-19,478.273987,489.897003,478.273987,487.134003,390.674194,4255102
2010-07-20,490.658997,494.851013,481.369995,485.276001,389.184113,5378685
2010-07-21,493.518005,507.188995,486.990997,505.760010,405.612061,11635140
2010-07-22,504.950012,516.763977,497.566986,515.288025,413.253387,11183912
2010-07-23,515.431030,522.956970,508.285004,510.333008,409.279480,7027968
2010-07-26,510.856995,515.382996,438.259003,507.237000,406.796539,4780490
2010-07-27,514.478027,516.382996,501.329987,504.807007,404.847717,5550406
2010-07-28,505.045990,513.906006,504.235992,507.428009,406.949738,5118621
2010-07-29,505.903015,511.143005,502.472992,507.903992,407.331421,4228711
2010-07-30,504.950012,518.098022,504.950012,511.619995,410.311615,5890380
2010-08-02,428.730988,522.862000,428.730988,521.385010,418.143036,4054087
2010-08-03,524.005005,525.195984,517.526978,521.146973,417.952179,4417674
